framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,8,0.00517439991235733
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,4,0.004467200115323066
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,4,0.008364800363779068
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,2,0.004214400053024292
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,1,0.004134399816393852
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,1,0.009935999661684037
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,2,0.007936000078916549
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,128,0.04656960070133209
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,128,0.12646399736404418
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,64,0.02646079957485199
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,64,0.06665599942207337
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,128,0.08824959993362427
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,32,0.013795199990272521
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,32,0.035180801153182985
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,32,0.024889600276947022
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,16,0.00833280012011528
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,16,0.014985600113868713
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,8,0.006086400151252747
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,8,0.012883199751377106
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,4,0.004879999905824661
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,2,0.0048096001148223875
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,768,1,0.004134399816393852
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,128,0.0596448004245758
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,128,0.16530560255050658
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,8,0.010742399841547012
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,64,0.033641600608825685
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,4,0.008908800035715102
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,2,0.008044800162315369
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,64,0.08631680011749268
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,32,0.019049599766731262
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,16,0.01963520050048828
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,16,0.009721600264310837
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,8,0.0069311998784542085
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,4,0.005296000093221664
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,2,0.004566400125622749
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,2,0.008326400071382523
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,32,0.04574080109596253
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,4,0.00891520008444786
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,768,1,0.00764160007238388
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,16,0.02476159930229187
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1024,1,0.004812800139188766
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,8,0.014591999351978302
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,128,0.08746240139007569
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,128,0.24225280284881592
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,4,0.010489600151777268
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,64,0.046623998880386354
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,32,0.025724801421165466
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,2,0.008739200234413148
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,32,0.06607360243797303
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,16,0.01401280015707016
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,16,0.03579840064048767
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,8,0.00827839970588684
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1024,1,0.008057600259780884
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,4,0.008019199967384339
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,64,0.12396800518035889
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,2,0.004886399954557419
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,1536,1,0.004403200000524521
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,8,0.019468800723552705
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,128,0.11425280570983887
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,128,0.32052481174468994
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,64,0.05835199952125549
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,4,0.012428800016641617
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,64,0.16402239799499513
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,32,0.0318336009979248
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,32,0.08623039722442627
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,16,0.019200000166893005
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,8,0.009443199634552002
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,2,0.0088639996945858
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,4,0.007568000257015229
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,1536,1,0.008185599744319916
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,2,0.005104000121355057
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,2048,1,0.004659200087189674
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,128,0.1774943947792053
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,16,0.04534080028533936
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,128,0.47220478057861326
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,64,0.08461440205574036
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,64,0.24014720916748047
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,32,0.04541760087013245
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,32,0.12372159957885742
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,16,0.024963200092315674
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,8,0.014057600498199463
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,8,0.03400320112705231
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,4,0.00833280012011528
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,8,0.02459840029478073
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,2,0.006015999987721443
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,2,0.013055999577045441
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,4,0.014953599870204925
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,2,0.010127999633550645
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,2048,1,0.008687999844551087
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,3072,1,0.006252799928188324
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,16,0.06453760266304016
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,128,0.2405535936355591
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,128,0.6248672008514404
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,64,0.11009600162506103
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,32,0.05810239911079407
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,32,0.16164159774780273
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,16,0.031836798787117
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,16,0.08510079979896545
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,8,0.017385600507259368
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,8,0.04505920112133026
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,4,0.00936639979481697
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,2,0.007103999704122543
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,4096,1,0.0062304001301527025
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,2,0.015072000026702882
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,128,0.35266880989074706
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,64,0.1640128016471863
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,128,0.918131160736084
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,64,0.4660672187805176
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,32,0.08277119994163513
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,4,0.019734400510787963
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,64,0.31604480743408203
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,16,0.047753599286079404
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,16,0.12373440265655518
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,8,0.024710400402545928
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,8,0.06440320014953613
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,4,0.013820800185203552
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,4,0.03409920036792755
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,3072,1,0.008591999858617782
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,2,0.008399999886751174
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,4,0.023996800184249878
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,6144,1,0.009491200000047684
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,128,0.47884478569030764
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,64,0.21654078960418702
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,128,1.2099424362182618
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,64,0.6181759834289551
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,32,0.10863679647445679
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,16,0.05758399963378906
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,16,0.16316479444503784
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,8,0.033766400814056394
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,4,0.017820799350738527
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,2,0.009964799880981446
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,4096,1,0.010041599720716476
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,2,0.01912959963083267
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,8192,1,0.006892800331115723
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,1,0.01233920007944107
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,6144,32,0.23796479701995848
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,32,0.31604800224304197
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,4,0.04482559859752655
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,1,0.01419840008020401
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,8,0.08376960158348083
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,8192,2,0.02446720004081726
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,128,0.005750399827957153
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,64,0.005023999884724617
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,128,0.011718399822711945
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,32,0.004502400010824204
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,64,0.009216000139713288
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,32,0.00846719965338707
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,8,0.006012799963355064
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,16,0.004153599962592125
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,4,0.006473600119352341
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,16,0.007718399912118912
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,2,0.004227200150489807
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,8,0.007286400347948074
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,4,0.006137600168585777
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,1,1,0.004755200073122978
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,2,0.006364800035953522
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,128,0.005859199911355972
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,64,0.0052767999470233916
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,128,0.01241919994354248
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,64,0.009564799815416336
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,1,1,0.006003199890255928
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,4,0.0044319998472929
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,4,0.006412799656391144
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,32,0.004550400003790855
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,2,0.004476799815893173
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,1,0.0041600000113248825
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,8,0.005305600166320801
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,2,16,0.004502400010824204
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,128,0.005459199845790863
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,64,0.005593600124120713
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,32,0.009055999666452407
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,32,0.008355200290679932
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,16,0.006787200272083282
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,16,0.008191999793052674
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,16,0.007391999661922455
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,8,0.00697920024394989
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,8,0.005091200023889542
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,2,0.006700800359249115
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,128,0.012150400131940842
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,64,0.009382399916648864
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,2,0.004604800045490265
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,1,0.004300799965858459
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,2,1,0.006371200084686279
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,4,4,0.004323200136423111
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,32,0.0079584002494812
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,1,0.006563200056552887
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,128,0.005612799897789955
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,128,0.014076800644397735
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,8,0.006563200056552887
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,64,0.0045311998575925825
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,16,0.007113599777221679
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,4,0.006812799721956253
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,32,0.007571200281381607
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,4,2,0.006080000102519989
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,16,0.004867200180888176
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,8,0.0074432000517845156
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,8,0.006774400174617767
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,64,0.009491200000047684
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,4,0.004361600056290627
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,4,0.0069920003414154054
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,32,0.008166400343179702
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,2,0.00421760007739067
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,64,0.011046399921178817
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,8,1,0.009116800129413604
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,128,0.005817599967122078
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,16,0.004358400031924248
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,128,0.014556799829006196
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,64,0.004700800031423568
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,32,0.004447999969124794
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,32,0.008710400015115739
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,2,0.006764800101518631
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,8,0.004892800003290176
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,8,1,0.006540799885988236
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,4,0.0047775998711586
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,2,0.0043136000633239744
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,2,0.00687360018491745
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,16,1,0.006892800331115723
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,1,0.006585600227117539
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,16,0.007753600180149078
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,128,0.006032000109553337
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,64,0.005052800104022026
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,32,0.009929600358009338
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,8,0.007327999919652939
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,16,4,0.006921599805355072
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,32,0.004575999826192856
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,16,0.004473600164055824
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,8,0.004374400153756142
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,8,0.007727999985218048
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,128,0.017088000476360322
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,4,0.00469760000705719
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,64,0.011884800344705581
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,4,0.0072672002017498015
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,2,0.004239999875426293
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,16,0.008083199709653854
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,32,1,0.006012799963355064
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,32,0.00469760000705719
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,128,0.006601600348949433
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,64,0.005193600058555603
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,2,0.007158400118350982
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,8,0.004588799923658371
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,32,0.010784000158309937
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,32,1,0.006876800209283829
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,16,0.004543999955058098
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,128,0.019776000082492827
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,64,0.01419519931077957
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,4,0.004361600056290627
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,2,0.004361600056290627
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,16,0.008771199733018875
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,48,1,0.004300799965858459
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,1,0.007360000163316727
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,8,0.008083199709653854
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,64,128,0.007116799801588058
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,64,128,0.022809599339962006
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,48,4,0.007715199887752533
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,64,16,0.009958399832248688
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,64,64,0.005225599929690361
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,64,8,0.004745600000023842
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,64,64,0.014681600034236908
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,fp8,64,4,0.008287999778985977
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_post,default,float16,64,32,0.0047680001705884935
